tweet_id,text,label
935913969046507520,"84% of Native American women experience some kind of violence in their lifetimes. On some reservations, they are mu… https://t.co/uaAHDxRh4t",D
935717673459159041,Grateful for this team that remembers a cake even on the busiest of days. 🎉 https://t.co/DF2cb9tSTM,D
936026419041394688,"Words matter—full stop. And when you serve as Commander-in-Chief of the greatest nation on the face of the earth, y… https://t.co/6ckkeE9PE6",D
935938807035236353,Your daily reminder that this isn't just a tax bill - it's a health care repeal bill. https://t.co/049Zq5TThc,D
935965765118971906,"In Michigan, 100,000 children are covered by MIChild. Yet unless Congress acts soon, MIChild will begin running out… https://t.co/w5bbxOqHht",D
935550867704557568,That's not all. Nearly 900 patriotic DREAMers are currently serving our nation in uniform. They deserve a permanent… https://t.co/m5ZLmIM4KI,D
935956962331815939,.@USCBO confirms: Alexander-Murray compromise to stabilize the marketplace won't undo the harm #GOPTaxScam will cau… https://t.co/jWgRl32SIY,D
934902081755996161,The Senate returns this week and Republicans are trying to force through their #GOPTaxPlan. It’s a bad deal for Wis… https://t.co/qxWZgG8yEe,D
936301183215521793,The #GOPTaxPlan isn’t designed to help small businesses. It’s not designed to help the middle class. Here’s who it… https://t.co/OQ72zoSIbh,D
935924025058054146,Light up the phones. Please. https://t.co/vuBvymTIQU,D
935534465702653952,Proud to see North Conway voted the #1 ski town in the country! I hope everyone enjoys the White Mountains this win… https://t.co/X8AQTPvrnq,D
935692191158108160,"RT @SenSanders: According to the Tax Policy Center, 87 million middle class households would see their taxes go up by the end of the decade…",D
935276313333649408,Michigan credit unions provide entrepreneurs capital to start businesses &amp; help families with loans to pay for coll… https://t.co/sAG8cNBs8b,D
935285750882553858,"If you're still wondering who Republicans' #TaxReform plan is for, remember: it makes tax breaks for corporations p… https://t.co/oDSu2BRaYr",D
923293386093731840,@SenBooker @SenKamalaHarris @MartinHeinrich @SenSanders @SenCortezMasto @SenWhitehouse @SenGillibrand 2/… https://t.co/TCfnNfMCjE,D
935971917634375680,.@HHSGov Secretary nominee Alex Azar said he would try to assess whether there are enough resources being deployed… https://t.co/7kG9Hn9vxr,D
936031433906200576,Senate Bill: Millions of Older Americans Could See Higher Tax Bills https://t.co/eZoX2bmY0k via @aarp,D
935527457112952834,RT @LittleLobbyists: Talking the importance of Medicaid with @SenatorBaldwin of Wisconsin. #protectourcare #HealthCareVoter https://t.co/YW…,D
935268239071989760,Let’s be clear about what the Republican tax plan really is: It is Washington corruption at its peak—nothing more t… https://t.co/KxLWZw859z,D
935960304311259137,I wish I was surprised that @realDonaldTrump shared fake videos made by a white supremacist to incite hatred and vi… https://t.co/xRmifPeO8O,D
935725083078873090,RT @GovSandoval: Please pay attention to and listen to @RenoPolice and law enforcement authorities in downtown @CityofReno during this acti…,D
936293259256659970,RT @GovernorTomWolf: @SenBobCasey @SenToomey The bottom line is that millions of Pennsylvanians will credibly have their taxes increase und…,D
933145646831255552,"@PaidProtester69 @eclecticbrotha @FCC I will be fighting VERY hard. If you want more info, please talk to @ghelmy in my office: 973 639 8700",D
935630782995095552,@Sen_JoeManchin @SenatorHeitkamp @SenDonnelly @SenAngusKing @clairecmc @amyklobuchar @RonWyden @SenatorHassan… https://t.co/nD3b4DBfP2,D
935987513080107011,THREAD https://t.co/O8KL9toIKT,D
936291734295859200,"GOP says a corporate tax cut say will raise wages. Really? Okay, how about if it doesn’t raise wages, their taxes g… https://t.co/jVV7kfb7Qy",D
935705283153858561,RT @MarshallProj: We teamed up with @teenvogue and @corybooker to listen to what reentry is really like. https://t.co/iRkCY4yOzm,D
935925965376688134,Good to know that @SenFranken @TimKaine @SenatorBaldwin &amp; others are there to ask the tough questions of HHS nomine… https://t.co/w9iN6L4qX0,D
935705203030069248,RT @SenBooker: .@CoryBooker Statement on Labor Department’s Fiduciary Rule Delay: https://t.co/BT0tCviLtP,D
935204724336406528,"We need to protect our clean water resources, which is critical to our #MadeInWI economy. I’m proud to stand up for… https://t.co/tTWvVj5bkQ",D
935284890119139328,Joe sat down w/ members of #RollingThunder &amp; they discussed how Hoosier Vietnam vets are still suffering from the e… https://t.co/ScDMEsUpOn,D
935610618496856064,Need health insurance for 2018? The deadline to enroll or renew your health coverage at https://t.co/S5B2NmnCFI is… https://t.co/ogE1yV53jc,D
936292863276658689,RT @GovernorTomWolf: @SenBobCasey @SenToomey Over 60 percent of the tax cuts in the #GOPTaxBill will go to the wealthiest one percent of ta…,D
935647606377734144,We need to raise the alarm on the #GOPTaxPlan right now. Keep speaking out - this shameful scam doesn't deserve a s… https://t.co/OkJ1yckc2E,D
935612135291355137,The Senate Budget Committee has voted to advance a #GOPTaxPlan to the Senate floor that will raise taxes on million… https://t.co/vC3uZwHzn8,D
936033174265745408,The Republican tax plan puts the well-being of millions of seniors at risk. https://t.co/eVmBxR3pmx,D
935952811984084993,Today the @USSupremeCourt is hearing arguments in a landmark case determining whether the government can obtain an… https://t.co/RBUu4YEY4T,D
935583461229948930,"Whether it's Democrats or Republicans, whether it's health care or tax reform, we need both parties working together to succeed.",D
935584096662708224,"#GOPTaxPlan is largely a tax giveaway to the wealthiest few &amp; powerful corporations, while millions of middle class… https://t.co/Xt9RfVvT09",D
930219364044955649,"Filed several amendments to the GOP’s tax bill today to cut taxes for the middle class, make it easier for seniors… https://t.co/oQO9iy8ceK",D
932307498379264000,"Friends, #OpenEnrollment is happening now, and this year you only have until December 15 to compare #healthcare pla… https://t.co/eXbZqO9WVK",D
936069308035272704,Whoops. Bad link on last tweet. Senate Bill: Millions of Older Americans Could See Higher Tax Bills https://t.co/EHHZQjCY0J,D
936287047408586752,Watch Live: I’m standing up to demand that we #ProtectTheArctic https://t.co/FOJpnH6IRt https://t.co/jIFNsY1ve1,D
935892844606259205,"I'm about to speak with Steve Kornacki on @MSNBC, tune in",D
930914436721860609,I talked to @WeijiaJiangTV about the incredible work @MinedMinds is doing in #WV with our coal miners. https://t.co/TLi9xnqhSw,D
935607294938710016,"Library Lion, by Michelle Knudsen, is an ode to the joy of public libraries. It's funny, touching, &amp; teaches lesson… https://t.co/ZHm0VcQOvn",D
936087642965340160,It will take all of us to end the #opioidcrisis in WA &amp; nationwide—strengthening guidelines to keep excess pills ou… https://t.co/mFvqGOWsBX,D
936304622905511940,"From education to health care to the pocketbook, the #GOPTaxPlan would affect all Americans—and not for the better.… https://t.co/D8HfZz1Qrv",D
935896570071076865,🤙🏽 https://t.co/SZGnGrgBiL,D
934565823892676609,"Less than a decade after taxpayers bailed out the big banks, the banking industry made record profits last year. Th… https://t.co/Jvr1TsWgNJ",D
936260364446130179,"RT @SenateDems: The #GOPTaxPlan will explode the deficit, plain and simple. https://t.co/LA6Bf7I5e3",D
935548642169118720,I want to do something for the American people &amp; this country. And I want to do it working together.,D
935237937230417920,Great to see so many participants at this AM's Workforce Development Summit. Tackling NH's workforce challenges wil… https://t.co/od21blrqy6,D
936274865522462721,It's just one giant con. https://t.co/IdYKzGLVqj,D
935930390128316418,"Make the holiday season a little brighter for a child by donating to @ToysForTots_USA, we now have collection boxes… https://t.co/a21ayUC46I",D
935591157605822464,HAPPENING NOW IN ELY: @NVHealthLink &amp; my staff are at the White Pine County Chamber to help Nevadans enroll into he… https://t.co/rnNeEt2X3F,D
936293840964718594,This is also what CEOs have been telling their shareholders for months. https://t.co/lrZEQ8kPnJ,D
935894752561688576,Kathleen Hartnett White has repeatedly contradicted the accepted views of previous Republican and Democratic admini… https://t.co/wf20WDQpRn,D
933372562326900737,It was my privilege to meet with &amp; thank MI servicemembers serving in Iraq &amp; Afghanistan this Thanksgiving. During… https://t.co/bwI5uR6zEf,D
936314666221035520,Retweet if you oppose raising taxes on the middle class https://t.co/6Y3xJ4UGK0,D
935592674136117248,I’m joining @SenateHSGACDems &amp; former @DEAHQ officials to discuss how we can strengthen the DEA enforcement powers… https://t.co/4oHk82aBop,D
935960504526344193,"Grateful for your courage and advocacy on behalf of so many, and proud to stand with you in the fight to save lives. https://t.co/YiFJ8VgMgs",D
885231170174287873,RT @SenateDems: Happening NOW: We are *live* with @SenBrianSchatz on what changes to #netneutrality would mean for you. Join us: https://t.…,D
935512858439421952,"If you want to bring down drug prices, you don’t put a former pharmaceutical company executive in charge of health… https://t.co/gbt9QC8Ol7",D
936057870277324802,RT @JohnJHarwood: ex-staff director at Joint Tax Committee of Congress on GOP tax-cut push: “It’s not aimed at growth. It’s not aimed at th…,D
935617184780480512,The #GOPTaxBill would even open up drilling in the Arctic National Wildlife Refuge because this tax bill wouldn’t b… https://t.co/sK7jIPsiw8,D
935999398248624128,@POTUS And that’s just the Senate bill – the House already passed their #GOPTaxScam with your wealthy friends in mi… https://t.co/YFatrDJgbC,D
935646932348866560,The Republican tax bill cuts taxes for corporations and raises taxes on students in debt. This is what Republican l… https://t.co/E9O99szbfF,D
935962966733836289,Proud to stand w/ @NNEDV and advocates supporting #FixNICS Act - our bipartisan bill to bolster background checks a… https://t.co/Pyj641vBMG,D
933696661976596481,"If you can count your blessings, you can share your blessings. As we gather around the dinner table this… https://t.co/rnsCUa7LPQ",D
935576533149929472,RT @JECDems: 🚨 The Senate #GOPTaxPlan would be a disaster for communities everywhere 🚨   Take a look at how your hometown might be hurt: ht…,D
936317938554101762,Here’s a look at how Republican leaders &amp; Pres Trump are putting together the tax bill they’re passing tonight.… https://t.co/01VLbw5V6E,D
936034359211151361,"Make no mistake, the GOP tax bill is just a prelude to cutting Social Security, Medicare, and Medicaid. If you don'… https://t.co/0cX9OInpfU",D
936315184972533760,"Thank you, @RepRubenGallego. I know you get it. So do the last 3 U.S. Secretaries of Defense &amp; the American people.… https://t.co/9peaH8vvUg",D
935614959022694400,"Under the #GOPTaxBill, estates worth over $11 million get a tax break. Corporations get a permanent reduction in th… https://t.co/GDUPWopfNG",D
933777566791602176,Wishing everyone celebrating today a very happy #Thanksgiving! https://t.co/KI8zSrVtbJ,D
936013863971164162,People get what’s going on here. The TrumpTax plan tees up massive tax cuts for @realDonaldTrump and his friends at… https://t.co/zhI7Zw3EuV,D
933329411520237568,"Up early today in the throws of Thanksgiving prep before I head out to work. Dressing, dressing, dressing! Here’s o… https://t.co/F76v1WHd5L",D
935626105138053120,"I remain committed to tax reform that makes it easier to do your taxes, puts more money back in your pocket and act… https://t.co/eFbVsNOPxK",D
935917141353746433,Non-partisan @USCBO analysis: a repeal of the Affordable Care Act's individual mandate would cause 4 million Americ… https://t.co/e8KNbF6R1H,D
935946425489387520,"While the President is in Missouri today, let me explain why this tax bill breaks his promise to not help the rich… https://t.co/n2ecqQKUgY",D
935896236682567681,Sanctions without direct negotiations are as empty as the President’s repeated promises to “handle the situation”.… https://t.co/pGtsne5OW2,D
935680637343797251,"RT @JohnJHarwood: whether you support or oppose depends on your values, but evidence shows 3 things are true about GOP tax-cut bills: they’…",D
936264147129511936,To be clear: the #GOPTaxBill will increase the deficit which will cannibalize support from everything we know is es… https://t.co/TcSIcJrbAt,D
935190562591989763,RT @USCapitolTree: We're here! Say hello to the 2017 #USCapitolTree all the way from the @KootenaiNF! https://t.co/krgHPojiAD,D
935623194471518208,RT @MeetThePress: Tonight on #MTPDaily: @ChuckTodd talks to @SenBennetCO &amp; @SenJohnKennedy,D
935957834625376258,"84% of Native American women experience violence in their life &amp; on some reservations, are murdered at 10x the nati… https://t.co/kBI95Fnf5E",D
935987087773454338,"RT @sangerkatz: If the tax bill passes, and Congress does nothing to fix it, all these programs will be subject to automatic cuts. https://…",D
935894581949976579,Partnered with @RedCross to sign #HolidayMail and wish our troops a happy holiday season. Our women and men in the… https://t.co/oQoCmGZzLc,D
935952283455709184,Thank you @DADanConley for your leadership and dedication. You will always have an ally in Washington in your effor… https://t.co/Mo1as98yaH,D
922887553430245376,RT @SenSchumer: Why won’t the GOP listen to farmers like Mike from Kansas? WATCH👇🏽 https://t.co/drbrB6WuqT,D
935204949864189952,"READ: Joe's statement on Michael Dourson, the Administration's nominee to lead the EPA Office of Chemical Safety an… https://t.co/sgSsDugmZ9",D
936006159978369024,"RT @cspan: Happening  now: U.S. Senate vote to proceed to GOP #taxreform bill, Majority needed to begin debate – LIVE on C-SPAN2 https://t.…",D
